id,label,type,group,note,start_time,end_time,timecodes
ref_ajuar_funerario,Ajuar funerario,reference,Propia obra,"La presentación caracteriza Ajuar funerario como un clásico contemporáneo de la minificción fantástica y, después, Iwasaki explica que tardó ocho años en escribirlo y cómo llegó a publicarse.",00:09:19,00:10:19,00:09:19-00:10:19; 00:56:00-00:57:30
ref_troyanos_en_la_red,Troyanos en la red,reference,Propia obra,Se recupera este discurso para mostrar cómo Iwasaki se define como un «troyano andaluz de apellido japonés que nació en el Perú» y formula literariamente su identidad múltiple.,00:11:13,00:12:02,00:11:13-00:12:02
ref_mi_poncho_es_un_kimono_flamenco,Mi poncho es un kimono flamenco,reference,Propia obra,"Se presenta como un ensayo ligado a su reflexión sobre identidades múltiples, cruces culturales y condición transnacional.",00:12:19,00:12:43,00:12:19-00:12:43
ref_proyecto_de_microrrelatos_de_robots,Proyecto de microrrelatos de robots,reference,Propia obra,Iwasaki revela que está escribiendo un posible libro de microrrelatos protagonizados por robots y juega con la idea de denominarlos «microchip».,00:57:30,00:58:11,00:57:30-00:58:11
ref_poetica_del_terror_fantastico,Poética del terror fantástico,reference,Propia obra,"Explica que le interesa un terror fantástico, monstruoso, esotérico y literario, pero no el recurso a lo sangriento ni la repetición de fórmulas de leyenda urbana.",00:58:15,00:59:31,00:58:15-00:59:31
ref_origen_peruano_y_ascendencia_japonesa,Origen peruano y ascendencia japonesa,reference,Biográficas,La entrevista lo presenta como peruano de ascendencia japonesa y él mismo alude a su origen japonés al explicar la construcción de personajes de una de sus obras.,00:06:23,00:06:41,00:06:23-00:06:41; 00:13:36-00:13:41; 01:07:57-01:08:02
ref_residencia_en_espana_y_sevilla,Residencia en España y Sevilla,reference,Biográficas,Se señala que vive en España desde hace décadas y que ha establecido su vida familiar en Sevilla.,00:06:23,00:07:01,00:06:23-00:07:01
ref_familia_multinacional,Familia multinacional,reference,Biográficas,"Cuenta que son siete hermanos y que su familia incorpora vínculos con distintos países; menciona cuñados costarricenses, esposa española, hijas sevillanas y un yerno y un nieto alemanes.",00:13:41,00:15:23,00:13:41-00:15:23
ref_llegada_a_sevilla_en_1985_como_becario,Llegada a Sevilla en 1985 como becario,reference,Biográficas,"Recuerda que llegó a Sevilla en 1985 como becario y con pocos recursos, circunstancia que da pie a una anécdota lingüística sobre las apuestas de fútbol.",00:20:29,00:21:07,00:20:29-00:21:07
ref_experiencia_en_el_archivo_de_indias,Experiencia en el Archivo de Indias,reference,Biográficas,Relata que trabajaba o investigaba en el Archivo de Indias y que sus compañeros lo ayudaron a explicar un malentendido léxico producido por la palabra «polla».,00:21:35,00:22:18,00:21:35-00:22:18
ref_infancia_en_un_entorno_familiar_multicultural,Infancia en un entorno familiar multicultural,reference,Biográficas,"Recuerda que en casa comían platos japoneses, italianos y ecuatorianos, mientras sus compañeras de colegio y las monjas percibían esas comidas como extrañas.",00:16:54,00:18:22,00:16:54-00:18:22
ref_primeras_lecturas_literatura_infantil_y_comics,Primeras lecturas: literatura infantil y cómics,reference,Biográficas,"Explica que comenzó leyendo literatura infantil y cómics, no autores considerados solemnes, y que esas lecturas fueron decisivas para su experiencia literaria.",00:43:32,00:44:06,00:43:32-00:44:06
ref_trayectoria_docente_y_periodistica,Trayectoria docente y periodística,reference,Biográficas,La presentación lo identifica como profesor de Comunicación en la Universidad Loyola Andalucía y recuerda su actividad continuada en prensa y radio.,00:10:19,00:11:12,00:10:19-00:11:12
ref_amistad_con_andres_neuman_y_publicacion_de_ajuar_funerario,Amistad con Andrés Neuman y publicación de Ajuar funerario,reference,Biográficas,"Cuenta que Andrés Neuman, amigo y escritor al que admira, insistió en que publicara los microrrelatos y lo puso en contacto con el editor de Páginas de Espuma.",00:56:46,00:57:30,00:56:46-00:57:30
ref_arboles_plantados_para_sus_hijos_y_su_nieto,Árboles plantados para sus hijos y su nieto,reference,Biográficas,"Al releer La Cartuja de Parma relaciona la escena de un árbol con su propia vida: vive en el campo, ha plantado árboles para sus hijos y está plantándolos también para su nieto.",01:03:07,01:03:55,01:03:07-01:03:55
