id,label,type,group,note,start_time,end_time,timecodes
ref_repeticion_anticipacion_y_lectura_en_primera_infancia,"Repetición, anticipación y lectura en primera infancia",reference,Didácticas,Valora la repetición verbal por su cercanía con la canción y por permitir que los niños anticipen y participen activamente en lecturas reiteradas.,00:45:17,00:47:51,00:45:17-00:47:51
ref_la_palabra_como_anclaje_de_la_imagen,La palabra como anclaje de la imagen,reference,Didácticas,Explica que una palabra puede fijar el sentido de una forma visual ambigua y permitir que esa imagen conserve su identidad a lo largo de la narración.,00:47:59,00:49:13,00:47:59-00:49:13
ref_album_ilustrado_como_lectura_para_ninos_y_adultos,Álbum ilustrado como lectura para niños y adultos,reference,Didácticas,Defiende que el álbum puede interesar también al lector adulto y destaca la pluralidad de soluciones verbales y gráficas que admite una misma propuesta.,00:51:11,00:52:36,00:51:11-00:52:36
ref_todos_los_elementos_materiales_del_album_cuentan,Todos los elementos materiales del álbum cuentan,reference,Didácticas,"La conversación subraya que formato, guardas, pliegues, imágenes y otros componentes materiales participan en la narración del álbum.",01:04:13,01:04:38,01:04:13-01:04:38
ref_isol,Isol,reference,Culturales,Frankel atribuye a Isol un papel decisivo en la apertura y visibilidad internacional del álbum ilustrado argentino.,00:03:24,00:04:00,00:03:24-00:04:00
ref_astrid_lindgren_memorial_award,Astrid Lindgren Memorial Award,reference,Culturales,Menciona el gran premio obtenido por Isol como un acontecimiento que ayudó a despertar interés por el álbum ilustrado en Argentina.,00:03:31,00:04:00,00:03:31-00:04:00
ref_ilustratour,IlustraTour,reference,Culturales,Recuerda el festival de ilustración de Valladolid como espacio de talleres con ilustradores internacionales y encuentros profesionales con editores.,00:05:17,00:08:25,00:05:17-00:08:25
ref_feria_del_libro_infantil_de_bolonia,Feria del Libro Infantil de Bolonia,reference,Culturales,La presenta como gran espacio internacional de encuentro entre ilustradores y editoriales y como referencia fundamental del sector.,00:05:38,00:06:12,00:05:38-00:06:12; 00:12:45-00:14:18
ref_valentina_mai_y_kite_edizioni,Valentina Mai y Kite Edizioni,reference,Culturales,Identifica a Valentina Mai y Kite Edizioni como el vínculo editorial que hizo posible su primer álbum y como una mediación decisiva en su aprendizaje profesional.,00:09:32,00:12:40,00:09:32-00:12:40
ref_the_white_ravens,The White Ravens,reference,Culturales,"El catálogo The White Ravens aparece entre los reconocimientos de su trayectoria y, específicamente, asociado a El ascensor.",00:02:25,00:02:43,00:02:25-00:02:43; 00:52:54-00:53:06
ref_fundacion_cuatrogatos,Fundación Cuatrogatos,reference,Culturales,La presentación menciona el Premio Fundación Cuatrogatos entre los reconocimientos vinculados a la trayectoria de Frankel.,00:02:25,00:02:43,00:02:25-00:02:43
ref_editorial_limonero,Editorial Limonero,reference,Culturales,"Frankel describe una relación editorial de gran confianza con Limonero, basada en intercambio, decisiones compartidas y límites que considera favorables para los libros.",00:53:03,00:53:08,00:53:03-00:53:08; 00:59:47-01:01:26; 01:02:29-01:03:29
ref_hermanos_marx_escena_del_camarote,Hermanos Marx — escena del camarote,reference,Culturales,La escena del ascensor abarrotado es comparada en la conversación con el célebre camarote de los Hermanos Marx.,00:57:29,00:57:47,00:57:29-00:57:47
ref_kevin_johansen_la_gente_mas_linda,Kevin Johansen — «La gente más linda»,reference,Culturales,"Explica la adaptación en libro de la canción «La gente más linda», de Kevin Johansen, cuyo estribillo inspira el nuevo título.",01:06:59,01:08:09,01:06:59-01:08:09
ref_leon_gieco,León Gieco,reference,Culturales,Menciona a León Gieco como autor de una de las canciones que está ilustrando para una nueva colección de libros.,01:08:51,01:09:25,01:08:51-01:09:25
ref_editorial_monimo,Editorial Mónimo,reference,Culturales,"Identifica la editorial peruana que publica No sé si lo ves, adaptación ilustrada de una canción de Kevin Johansen.",01:08:33,01:08:43,01:08:33-01:08:43
ref_nada_de_nada,Nada de nada,reference,Propia obra,Explica que el proyecto presentado en IlustraTour se convirtió en su primer álbum y que el proceso editorial fue también un aprendizaje de cómo construir el medio.,00:09:32,00:11:20,00:09:32-00:11:20
ref_a_simple_vista,A simple vista,reference,Propia obra,"Describe el origen visual del libro en una niña y un oso y explica que la historia explora la mirada, el miedo y el reconocimiento de uno mismo en otra persona.",00:24:16,00:25:28,00:24:16-00:25:28; 00:27:59-00:31:05
ref_un_hueco,Un hueco,reference,Propia obra,Lo identifica como un libro especialmente significativo para ella y destaca la cantidad de respuestas personales que recibe de sus lectores.,00:39:19,00:39:59,00:39:19-00:39:59
ref_excursion,Excursión,reference,Propia obra,"Explica que la obra nace de una madre insistente que prepara a su hija para una excursión, mientras las imágenes contradicen humorísticamente las respuestas obedientes de la niña.",00:34:00,00:36:45,00:34:00-00:36:45
ref_el_ascensor,El ascensor,reference,Propia obra,"Presenta El ascensor como uno de sus mayores desafíos narrativos: una historia larga y claustrofóbica que debía mantener el interés mediante acciones, emociones y vínculos entre personajes.",00:53:43,00:59:31,00:53:43-00:59:31
ref_que_tiene_un_bosque,¿Qué tiene un bosque?,reference,Propia obra,"Explica su construcción mediante repetición, aproximación visual de lo grande a lo pequeño, anclaje verbal y un título interrogativo que activa la curiosidad.",00:44:39,00:50:18,00:44:39-00:50:18
ref_que_tiene_una_montana,¿Qué tiene una montaña?,reference,Propia obra,"Lo vincula con ¿Qué tiene un bosque? como parte de una propuesta para primera infancia basada en repetición, ritmo y exploración progresiva de la imagen.",00:44:39,00:47:56,00:44:39-00:47:56
ref_todo_lo_que_paso_antes_de_que_llegaras,Todo lo que pasó antes de que llegaras,reference,Propia obra,"Describe el proceso editorial por el cual una idea inicialmente concebida como acordeón y línea de tiempo se transformó en un álbum convencional, conservando la línea temporal en las guardas.",01:02:29,01:06:11,01:02:29-01:06:11
ref_no_se_si_lo_ves,No sé si lo ves,reference,Propia obra,Explica la adaptación de «La gente más linda» de Kevin Johansen y el uso de troqueles que permiten mirar elementos de páginas posteriores.,01:06:59,01:08:35,01:06:59-01:08:35
ref_proyecto_de_libro_cancion_con_leon_gieco,Proyecto de libro-canción con León Gieco,reference,Propia obra,Anuncia un proyecto en el que ilustra una canción de León Gieco para una nueva colección editorial de canciones convertidas en álbum.,01:08:51,01:09:25,01:08:51-01:09:25
ref_proyecto_de_libreta_intervenida_para_ilustradores,Proyecto de libreta intervenida para ilustradores,reference,Propia obra,Presenta un proyecto chileno de libreta con consignas y dibujos incompletos destinado a reducir el miedo a estropear el cuaderno y favorecer el dibujo espontáneo.,01:09:25,01:10:53,01:09:25-01:10:53
ref_de_lo_autorreferencial_a_una_historia_universal,De lo autorreferencial a una historia universal,reference,Propia obra,"Describe una poética que parte de experiencias propias, pero busca transformarlas en relatos capaces de interesar a otros lectores, especialmente a la infancia.",00:25:46,00:26:56,00:25:46-00:26:56
ref_sillas_y_escaleras_como_motivos_visuales_recurrentes,Sillas y escaleras como motivos visuales recurrentes,reference,Propia obra,"Reconoce que ciertos objetos que disfruta dibujar, especialmente sillas y escaleras, reaparecen de forma recurrente en sus álbumes aunque no sean esenciales para la trama.",00:22:05,00:23:32,00:22:05-00:23:32
ref_el_cuento_dentro_de_el_ascensor,El cuento dentro de El ascensor,reference,Propia obra,Explica cómo un cuento de un oso que no había conseguido publicar se incorporó íntegro como relato interno y objeto desplegable dentro de El ascensor.,00:59:37,01:02:29,00:59:37-01:02:29
ref_guardas_y_linea_de_tiempo_en_todo_lo_que_paso_antes_de_que_llegaras,Guardas y línea de tiempo en Todo lo que pasó antes de que llegaras,reference,Propia obra,Cuenta que la línea de tiempo originalmente pensada como estructura completa del libro quedó finalmente concentrada en las guardas gracias al diálogo con sus editores.,01:04:13,01:06:11,01:04:13-01:06:11
ref_buenos_aires_y_formacion_en_diseno_grafico,Buenos Aires y formación en diseño gráfico,reference,Biográficas,La entrevista sitúa a Frankel en Buenos Aires y ella recuerda que se formó como diseñadora gráfica antes de orientarse profesionalmente hacia la ilustración.,00:00:41,00:01:24,00:00:41-00:01:24; 00:03:15-00:04:17
ref_autoformacion_como_ilustradora,Autoformación como ilustradora,reference,Biográficas,"Como en Argentina aún no existía una carrera específica de ilustración cuando comenzó, construyó de forma autónoma su recorrido mediante viajes, observación, talleres y experiencia profesional.",00:03:15,00:04:44,00:03:15-00:04:44; 00:08:33-00:09:31
ref_primer_viaje_sola_a_espana_y_experiencia_en_valladolid,Primer viaje sola a España y experiencia en Valladolid,reference,Biográficas,"Relata que viajó sola por primera vez a España para asistir a IlustraTour en Valladolid, donde convivió con otros ilustradores y participó en talleres y reuniones editoriales.",00:05:01,00:08:25,00:05:01-00:08:25
ref_trabajo_solitario_en_su_estudio,Trabajo solitario en su estudio,reference,Biográficas,Contrasta la experiencia colectiva de los talleres con su práctica habitual de ilustrar sola en su estudio.,00:07:40,00:08:25,00:07:40-00:08:25
ref_sus_hijos_como_contexto_de_descubrimiento_del_album_ilustrado,Sus hijos como contexto de descubrimiento del álbum ilustrado,reference,Biográficas,"Cuenta que compraba y leía numerosos álbumes ilustrados cuando sus hijos eran pequeños, aunque entonces todavía no había interiorizado sus mecanismos narrativos.",00:21:14,00:21:38,00:21:14-00:21:38
ref_experiencia_de_maternidad_en_excursion,Experiencia de maternidad en Excursión,reference,Biográficas,Se reconoce en la madre insistente de Excursión y relaciona el humor del libro con su propia experiencia preparando a sus hijos y con la relación que mantuvo con sus padres.,00:34:00,00:36:20,00:34:00-00:36:20
ref_timidez_y_distancia_respecto_de_la_recepcion_publica,Timidez y distancia respecto de la recepción pública,reference,Biográficas,Explica que evita presentaciones y actividades posteriores a la publicación por timidez y prefiere que los libros circulen y sean interpretados libremente por los lectores.,00:37:42,00:39:59,00:37:42-00:39:59
ref_lectura_habitual_y_visitas_constantes_a_librerias,Lectura habitual y visitas constantes a librerías,reference,Biográficas,Se define como lectora intensa tanto de álbum ilustrado como de literatura para adultos y cuenta que entra en librerías casi diariamente.,00:40:02,00:40:53,00:40:02-00:40:53
ref_aversion_personal_a_los_ascensores,Aversión personal a los ascensores,reference,Biográficas,Relaciona el origen de El ascensor con su propia incomodidad en esos espacios: vive en un noveno piso y procura no compartir el ascensor con otros vecinos.,00:53:43,00:55:30,00:53:43-00:55:30
