id,label,type,group,note,start_time,end_time,timecodes
ref_escribir_para_estructurar_el_pensamiento,Escribir para estructurar el pensamiento,reference,Didácticas,"Defiende la escritura como herramienta para ordenar el pensamiento y provocar reflexiones sobre identidad, valores y decisiones personales.",01:25:52,01:27:46,01:25:52-01:27:46
ref_alfabetizacion_literaria_mediante_produccion_y_observacion_de_historias,Alfabetización literaria mediante producción y observación de historias,reference,Didácticas,"Sostiene que escribir ayuda también a leer, mirar y analizar de otra manera las historias que se consumen, convirtiendo el taller en una práctica de educación literaria.",01:27:58,01:28:43,01:27:58-01:28:43
ref_sigmund_freud,Sigmund Freud,reference,Culturales,Cita a Freud para introducir la idea de que el ser humano necesita encontrar explicaciones y no soporta fácilmente el absurdo.,00:00:23,00:01:34,00:00:23-00:01:34
ref_annie_ernaux,Annie Ernaux,reference,Culturales,Menciona a Annie Ernaux como ejemplo contemporáneo de escritura autobiográfica y autoficcional centrada en la construcción de un yo literario.,00:11:17,00:12:20,00:11:17-00:12:20
ref_robinson_crusoe,Robinson Crusoe,reference,Culturales,Utiliza a Robinson Crusoe como ejemplo de que la identificación literaria puede producirse con personajes cuya experiencia es opuesta a la del lector.,00:16:46,00:17:59,00:16:46-00:17:59
ref_mujer_maravilla,Mujer Maravilla,reference,Culturales,La menciona como ejemplo de heroína con la que un lector puede identificarse al pensar en la construcción narrativa de héroes.,00:18:24,00:18:59,00:18:24-00:18:59
ref_aristoteles_poetica,Aristóteles — Poética,reference,Culturales,Relaciona su reflexión sobre acontecimientos y construcción de sentido con la Poética de Aristóteles.,00:53:57,00:55:05,00:53:57-00:55:05
ref_shakira,Shakira,reference,Culturales,Invoca humorísticamente a Shakira para contrastar la narración dolorosa dirigida al terapeuta con una elaboración artística capaz de convertirse en obra publicada.,00:47:17,00:48:26,00:47:17-00:48:26
ref_alonso_quijano_don_quijote,Alonso Quijano / Don Quijote,reference,Culturales,Utiliza la transformación de Alonso Quijano en Don Quijote como texto mentor para un ejercicio de autoficción con adolescentes.,01:12:15,01:14:21,01:12:15-01:14:21; 01:16:21-01:16:34
ref_sancho_panza,Sancho Panza,reference,Culturales,"Lo emplea como ejemplo de segundo personaje que contrapesa al héroe principal y puede aportar debilidades, cercanía y empatía.",00:42:39,00:43:27,00:42:39-00:43:27
ref_psique_como_concepto_de_alma,Psique como concepto de alma,reference,Culturales,Relaciona la palabra psique con alma y ánimo para explicar cómo las narraciones que una persona construye sobre sí misma influyen en su mundo interior.,01:17:39,01:18:18,01:17:39-01:18:18; 01:23:11-01:23:59
ref_tiembla_memoria,"Tiembla, memoria",reference,Propia obra,"Murillo menciona su libro Tiembla, memoria como ejemplo de una escritura en la que el yo se convierte en personaje y se alternan distintas perspectivas narrativas.",00:12:20,00:12:44,00:12:20-00:12:44
ref_catabotellas,Catabotellas,reference,Propia obra,"Identifica a Catabotellas como personaje de Tiembla, memoria y como figura vinculada a su desdoblamiento autoficcional.",00:12:20,00:12:44,00:12:20-00:12:44
ref_autoficcion_y_desdoblamiento_del_yo_en_tiembla_memoria,"Autoficción y desdoblamiento del yo en Tiembla, memoria",reference,Propia obra,"Explica su propia práctica autoficcional como construcción de un personaje que es y no es ella, de modo que el yo puede simultáneamente descubrirse y construirse.",00:11:17,00:14:11,00:11:17-00:14:11
ref_alternancia_entre_primera_y_tercera_persona_en_tiembla_memoria,"Alternancia entre primera y tercera persona en Tiembla, memoria",reference,Propia obra,"Describe la alternancia de primera y tercera persona como procedimiento formal empleado en Tiembla, memoria para narrar a su alter ego.",00:12:20,00:12:44,00:12:20-00:12:44
ref_para_pasar_pagina_primero_habra_que_escribirla,«Para pasar página primero habrá que escribirla»,reference,Propia obra,Formula este lema como síntesis de su concepción de la escritura personal: antes de dejar atrás una experiencia es necesario narrarla y darle forma.,00:04:58,00:06:01,00:04:58-00:06:01
ref_escritura_como_recreacion_y_construccion_no_confesion,"Escritura como recreación y construcción, no confesión",reference,Propia obra,"Define su concepción de la narrativa personal como recreación artística del yo, una creación sobre lo vivido más que una confesión literal.",01:13:33,01:15:12,01:13:33-01:15:12
ref_costa_rica,Costa Rica,reference,Biográficas,Murillo señala que realiza la intervención desde Costa Rica y contextualiza desde allí algunas de sus experiencias con alumnado.,00:34:16,00:34:27,00:34:16-00:34:27
ref_experiencia_impartiendo_talleres_de_narrativa_infantil,Experiencia impartiendo talleres de narrativa infantil,reference,Biográficas,Alude repetidamente a su experiencia impartiendo talleres de narrativa para niños y a la adaptación de las actividades según edad y referentes culturales.,00:25:07,00:25:27,00:25:07-00:25:27; 00:27:38-00:29:29; 01:34:55-01:35:33
ref_taller_con_ninos_y_asociacion_entre_animales_y_violencia,Taller con niños y asociación entre animales y violencia,reference,Biográficas,"Recuerda una clase en la que varios niños elegían animales por su capacidad de matar, experiencia que la llevó a subrayar la importancia de preguntar por las razones de cada elección.",00:34:16,00:35:34,00:34:16-00:35:34
ref_nino_de_doce_anos_que_distingue_entre_animal_favorito_e_identificacion,Niño de doce años que distingue entre animal favorito e identificación,reference,Biográficas,Relata una experiencia de taller en la que un niño de doce años diferenció espontáneamente entre animal favorito y animal con el que se identificaba.,00:35:34,00:36:50,00:35:34-00:36:50
ref_su_propio_test_de_animales_pantera_aguila_y_cucaracha,"Su propio test de animales: pantera, águila y cucaracha",reference,Biográficas,"Cuenta que al realizar ella misma el ejercicio eligió primero una pantera, después un águila y finalmente una cucaracha, observando cómo el test ampliaba el repertorio de rasgos.",01:01:15,01:02:06,01:01:15-01:02:06
ref_penas_de_amor_de_juventud,Penas de amor de juventud,reference,Biográficas,Comenta que hoy recuerda con humor las penas amorosas de su juventud como ejemplo personal del distanciamiento que produce el paso del tiempo.,00:48:26,00:49:39,00:48:26-00:49:39
ref_experiencia_profesional_vinculada_al_guion,Experiencia profesional vinculada al guion,reference,Biográficas,"Ante una pregunta sobre su experiencia con guiones, relaciona guion y dramaturgia con el aprendizaje de la estructura narrativa y la construcción de historias.",01:32:53,01:34:55,01:32:53-01:34:55
ref_actualizacion_de_referentes_audiovisuales_para_sus_talleres,Actualización de referentes audiovisuales para sus talleres,reference,Biográficas,"Explica que para sus talleres con niños necesita ponerse al día con referentes televisivos, superhéroes y otros productos audiovisuales que forman parte del consumo narrativo infantil.",01:34:34,01:36:19,01:34:34-01:36:19
