id,label,type,group,note,start_time,end_time,timecodes
ref_paul_auster_el_palacio_de_la_luna,Paul Auster — El Palacio de la Luna,reference,Culturales,Menciona a Paul Auster y El Palacio de la Luna al reflexionar sobre la necesidad de escribir y el malestar que le produce no hacerlo.,00:19:05,00:19:29,00:19:05-00:19:29
ref_jorge_luis_borges,Jorge Luis Borges,reference,Culturales,"Sitúa a Borges dentro de una tradición argentina capaz de incorporar autores extranjeros y comenta, a través de Gombrowicz, la centralidad casi paterna de Borges en ese imaginario.",00:37:16,00:38:26,00:37:16-00:38:26; 00:29:08-00:29:16
ref_ricardo_piglia,Ricardo Piglia,reference,Culturales,Valora las reflexiones de Piglia sobre el diario como artefacto literario y sobre la forma artificial en que el calendario organiza la experiencia.,00:38:31,00:40:41,00:38:31-00:40:41; 00:29:22-00:29:38
ref_maria_moreno,María Moreno,reference,Culturales,Menciona a María Moreno como una autora que admira dentro del campo de las escrituras autobiográficas argentinas.,00:40:45,00:40:51,00:40:45-00:40:51; 00:29:36-00:29:38
ref_paul_groussac,Paul Groussac,reference,Culturales,Lo presenta como ejemplo de una figura extranjera incorporada a la tradición literaria argentina y vinculada a Borges.,00:37:16,00:37:42,00:37:16-00:37:42
ref_witold_gombrowicz,Witold Gombrowicz,reference,Culturales,Lo utiliza como ejemplo de escritor extranjero integrado en la tradición argentina y recuerda la anécdota de su supuesto «Maten a Borges».,00:37:22,00:38:26,00:37:22-00:38:26
ref_edgar_allan_poe_la_carta_robada,Edgar Allan Poe — La carta robada,reference,Culturales,"Recupera La carta robada para sostener que el misterio puede hallarse en lo evidente y cotidiano, no necesariamente en lo sobrenatural.",00:38:44,00:38:57,00:38:44-00:38:57
ref_ruben_dario,Rubén Darío,reference,Culturales,Cita el verso «yo persigo una forma que no encuentra mi estilo» para pensar la búsqueda formal y las ideas que se resisten a un género predeterminado.,00:48:00,00:48:20,00:48:00-00:48:20
ref_siri_hustvedt,Siri Hustvedt,reference,Culturales,"Relaciona una reflexión reciente de Hustvedt sobre el cuerpo materno, el nacimiento y su olvido cultural con una de sus propias obsesiones literarias.",00:54:37,00:56:06,00:54:37-00:56:06
ref_julio_cortazar_axolotl,Julio Cortázar — «Axolotl»,reference,Culturales,"Compara el desplazamiento de perspectiva de Alumbramiento con «Axolotl», donde la identificación lleva al sujeto a situarse del otro lado.",00:56:46,00:57:15,00:56:46-00:57:15
ref_franz_kafka,Franz Kafka,reference,Culturales,Lo emplea como referencia del arquetipo literario del padre terrible dentro de su reflexión sobre las representaciones de la paternidad.,01:03:30,01:03:57,01:03:30-01:03:57
ref_atticus_finch_matar_a_un_ruisenor,Atticus Finch — Matar a un ruiseñor,reference,Culturales,"Presenta a Atticus Finch como ejemplo del padre heroico o salvador, modelo que cuestiona por la carga de invulnerabilidad que impone.",01:04:13,01:04:30,01:04:13-01:04:30
ref_ernest_hemingway_relato_de_los_zapatos_de_bebe,Ernest Hemingway — relato de los zapatos de bebé,reference,Culturales,Evoca el célebre microrrelato atribuido a Hemingway sobre ropa de bebé sin estrenar al explicar la inquietud que le producía recibir ropa antes del nacimiento de su hijo.,01:07:54,01:08:21,01:07:54-01:08:21
ref_una_vez_argentina,Una vez Argentina,reference,Propia obra,Explica que la novela amplía la memoria familiar hacia lo prenatal: narra acontecimientos anteriores a su nacimiento y comienza con su propio nacimiento en primera persona.,00:12:16,00:13:40,00:12:16-00:13:40; 00:54:14-00:54:37; 00:56:06-00:56:42
ref_el_viajero_del_siglo,El viajero del siglo,reference,Propia obra,Utiliza la novela como ejemplo de ficción aparentemente remota en la que introduce material íntimo y confesiones personales en personajes imaginarios.,00:33:46,00:35:35,00:33:46-00:35:35
ref_umbilical,Umbilical,reference,Propia obra,"Describe el libro como relato de los meses anteriores y posteriores al nacimiento de su hijo, inicialmente concebido como un regalo privado y después abierto a una reflexión social sobre la paternidad.",01:00:50,01:03:16,01:00:50-01:03:16; 01:07:17-01:10:45; 00:34:48-00:35:22
ref_el_jardinero,El jardinero,reference,Propia obra,Lee y comenta el poema nacido del recuerdo de plantar un sauce con su abuelo poco antes de la muerte de este.,00:52:32,00:54:01,00:52:32-00:54:01
ref_el_tobogan,El tobogán,reference,Propia obra,Indica que El jardinero apareció en El tobogán y en posteriores recopilaciones poéticas.,00:54:01,00:54:08,00:54:01-00:54:08
ref_alumbramiento,Alumbramiento,reference,Propia obra,"Explica un relato en el que un hombre da a luz a otro hombre, susceptible de lecturas literales, psicológicas y simbólicas sobre las masculinidades.",00:56:06,00:57:46,00:56:06-00:57:46
ref_familia_y_relaciones_familiares_como_tema_recurrente,Familia y relaciones familiares como tema recurrente,reference,Propia obra,"La conversación identifica la familia como una constante de su obra, presente en narrativa y poesía y retomada de manera central en Umbilical.",00:03:21,00:04:04,00:03:21-00:04:04
ref_memoria_prenatal_y_ancestral,Memoria prenatal y ancestral,reference,Propia obra,"Reflexiona sobre los relatos familiares anteriores al nacimiento y sobre los ancestros conocidos solo mediante narraciones orales, incorporándolos a su concepción de la memoria literaria.",00:11:27,00:13:40,00:11:27-00:13:40
ref_narracion_del_propio_nacimiento,Narración del propio nacimiento,reference,Propia obra,Explica su decisión de comenzar Una vez Argentina narrando en primera persona su propio nacimiento para cuestionar los límites de la memoria.,00:12:33,00:13:40,00:12:33-00:13:40
ref_puente_entre_autobiografia_y_ficcion,Puente entre autobiografía y ficción,reference,Propia obra,Rechaza una separación rígida entre autobiografía y ficción y describe su escritura como un tránsito constante entre experiencia directa e imaginación.,00:30:42,00:35:35,00:30:42-00:35:35
ref_verdad_emocional_y_simbolica,Verdad emocional y simbólica,reference,Propia obra,"Define la verdad literaria como una verdad emocional o simbólica capaz de decir algo reconocible sobre la vida, más allá de la literalidad autobiográfica.",00:32:34,00:33:46,00:32:34-00:33:46
ref_escritura_fronteriza_e_hibridacion_generica,Escritura fronteriza e hibridación genérica,reference,Propia obra,"Relaciona su experiencia de frontera con una escritura cultural, lingüística y genéricamente híbrida, contraria a las divisiones rígidas entre novela, cuento y poesía.",00:46:43,00:48:00,00:46:43-00:48:00
ref_artesania_de_la_escritura_y_construccion_de_personajes,Artesanía de la escritura y construcción de personajes,reference,Propia obra,"Reivindica el oficio narrativo clásico y la construcción de personajes, aunque afirma que simultáneamente procura emborronar los límites genéricos.",00:49:06,00:49:44,00:49:06-00:49:44
ref_el_abuelo_y_el_sauce_como_motivo_transgenerico,El abuelo y el sauce como motivo transgenérico,reference,Propia obra,"Cuenta cómo el recuerdo de plantar un sauce con su abuelo pasó de un poema a un cuento no publicado y después al final de Una vez Argentina, sin considerar agotada la experiencia.",00:50:56,00:54:37,00:50:56-00:54:37
ref_parto_y_nacimiento_como_obsesion_recurrente,Parto y nacimiento como obsesión recurrente,reference,Propia obra,"Reconoce el parto y el nacimiento como una obsesión previa a su propia paternidad, presente en novela, cuento, poesía y finalmente en un libro híbrido.",00:54:37,00:57:46,00:54:37-00:57:46
ref_reescritura_como_forma_de_escritura,Reescritura como forma de escritura,reference,Propia obra,Afirma que escribir y reescribir son la misma actividad: concibe los textos como borradores siempre abiertos a nuevas capas y modificaciones incluso después de publicados.,00:57:46,00:59:03,00:57:46-00:59:03
ref_alicante_y_la_universidad_de_alicante,Alicante y la Universidad de Alicante,reference,Biográficas,"Al regresar a Alicante, afirma que la ciudad es «un poco casa» y que su universidad es una de sus habitaciones preferidas.",00:04:16,00:05:09,00:04:16-00:05:09
ref_muerte_temprana_de_su_madre,Muerte temprana de su madre,reference,Biográficas,"Explica que su madre murió joven y que, desde entonces, se ha convertido para él en una interlocutora literaria póstuma.",00:09:33,00:09:53,00:09:33-00:09:53
ref_relatos_inventados_a_su_madre_durante_la_infancia,Relatos inventados a su madre durante la infancia,reference,Biográficas,"Recuerda descubrir de niño que podía responder a su madre inventando historias en lugar de contar fielmente lo sucedido en la escuela, experiencia que asocia al placer narrativo.",00:20:03,00:20:57,00:20:03-00:20:57
ref_necesidad_vital_de_leer_y_escribir,Necesidad vital de leer y escribir,reference,Biográficas,"Describe la literatura como una necesidad personal: no identifica necesariamente escribir con la felicidad, pero considera insoportable no leer ni escribir.",00:19:32,00:20:03,00:19:32-00:20:03
ref_relacion_de_cercania_y_extranjeria_con_argentina,Relación de cercanía y extranjería con Argentina,reference,Biográficas,"Explica que mantiene con Argentina una relación simultánea de cercanía y extranjería, marcada por su historia familiar y migratoria.",00:35:42,00:37:15,00:35:42-00:37:15
ref_exilio_familiar_durante_la_infancia,Exilio familiar durante la infancia,reference,Biográficas,"Señala que el exilio familiar ocurrió cuando era prácticamente un niño y vincula esa experiencia con su sensibilidad hacia puentes, orillas y fronteras.",00:35:49,00:36:03,00:35:49-00:36:03
ref_infancia_en_espana_dentro_de_una_familia_argentina,Infancia en España dentro de una familia argentina,reference,Biográficas,"Define su infancia como la de un niño español educado por una familia completamente argentina, con una memoria situada mayoritariamente en España.",00:36:05,00:37:15,00:36:05-00:37:15
ref_primeras_lecturas_argentinas,Primeras lecturas argentinas,reference,Biográficas,Reconoce que sus primeras lecturas fueron argentinas y que esa tradición lo influye de manera inconsciente.,00:35:42,00:35:53,00:35:42-00:35:53
ref_recuerdos_divergentes_con_su_padre_y_su_hermano,Recuerdos divergentes con su padre y su hermano,reference,Biográficas,"Señala que su padre llega a atribuirle episodios de la biografía de su hermano y viceversa, ejemplo personal de la inestabilidad de la memoria familiar.",00:26:43,00:27:56,00:26:43-00:27:56
ref_ocho_bisabuelos_extranjeros_y_multilingues,Ocho bisabuelos extranjeros y multilingües,reference,Biográficas,"Subraya que sus ocho bisabuelos y bisabuelas fueron extranjeros y hablaron lenguas distintas de la suya, dato decisivo en su manera fronteriza de entender identidad y literatura.",00:41:27,00:41:52,00:41:27-00:41:52
ref_abuelo_mario,Abuelo Mario,reference,Biográficas,"Evoca a su abuelo Mario como figura mítica de la infancia y recuerda que, poco antes de morir, lo llevó a plantar un sauce; ese episodio se convirtió en un núcleo de su memoria.",00:50:56,00:52:41,00:50:56-00:52:41
ref_nacimiento_de_su_hijo_y_paternidad_reciente,Nacimiento de su hijo y paternidad reciente,reference,Biográficas,Sitúa su paternidad reciente en el origen afectivo de Umbilical y explica su deseo de legar a su hijo un relato de los momentos que este no podrá recordar.,01:01:02,01:02:05,01:01:02-01:02:05; 01:06:52-01:07:08; 01:09:48-01:10:25
