id,label,type,group,note,start_time,end_time,timecodes
ref_poetica_miscelanea_y_aspiracion_a_la_atemporalidad,Poética miscelánea y aspiración a la atemporalidad,reference,Propia obra,"Acepta la idea de una poética miscelánea capaz de integrar recursos eruditos, familiares y contemporáneos, y expresa el deseo de que sus libros superen su contexto inmediato.",00:44:39,00:45:51,00:44:39-00:45:51
ref_personajes_principales_nacidos_de_la_propia_vulnerabilidad,Personajes principales nacidos de la propia vulnerabilidad,reference,Propia obra,"Explica que los protagonistas suelen partir de su propia experiencia emocional; no reproducen hechos autobiográficos, pero nacen de su vulnerabilidad y de lo que ella misma disfrutaría como lectora.",01:13:37,01:15:03,01:13:37-01:15:03
ref_la_escritura_como_juego_contra_una_misma,La escritura como juego contra una misma,reference,Propia obra,Traslada a la escritura una enseñanza de su maestro de tenis: la verdadera competencia es con uno mismo y el objetivo consiste en mejorar el modo en que se hace cada movimiento o cada texto.,01:04:55,01:07:15,01:04:55-01:07:15
ref_dislexia_y_aprendizaje_tardio_de_la_lectura,Dislexia y aprendizaje tardío de la lectura,reference,Biográficas,"Cuenta que tuvo una dislexia leve y comenzó a leer más tarde que otros niños; cuando logró hacerlo, leyó compulsivamente por miedo a perder esa capacidad.",00:09:57,00:12:02,00:09:57-00:12:02
ref_maestra_de_primer_grado_que_detecto_la_dislexia,Maestra de primer grado que detectó la dislexia,reference,Biográficas,"Recuerda con gratitud a la monja de su colegio que detectó su dificultad lectora, trabajó individualmente con ella y le transmitió confianza en que podía aprender.",00:09:57,00:11:07,00:09:57-00:11:07
ref_maria_de_jesus_profesora_de_secundaria,"María de Jesús, profesora de secundaria",reference,Biográficas,Una profesora llamada María de Jesús detectó que su tartamudeo era de origen nervioso y que necesitaba gafas; además la impulsó a declamar poesía.,00:12:13,00:14:00,00:12:13-00:14:00
ref_padre_lector_y_mediador_de_sus_primeras_lecturas,Padre lector y mediador de sus primeras lecturas,reference,Biográficas,"Describe a su padre como gran lector, responsable de acercarla a distintos tipos de literatura y de orientar su elección posterior hacia los estudios de Letras.",00:12:03,00:12:12,00:12:03-00:12:12; 00:14:00-00:15:23
ref_apoyo_de_su_madre_y_sus_profesores_en_la_declamacion,Apoyo de su madre y sus profesores en la declamación,reference,Biográficas,Atribuye a su madre y a sus profesores el apoyo que la llevó desde la declamación escolar hasta concursos nacionales.,00:13:16,00:14:00,00:13:16-00:14:00
ref_deseo_infantil_de_ser_tenista,Deseo infantil de ser tenista,reference,Biográficas,"Cuenta que de niña quería dedicarse al tenis y que, al reconocer sus limitaciones deportivas, buscó una carrera centrada en aquello que más le gustaba después: leer.",00:14:00,00:15:19,00:14:00-00:15:19
ref_estudios_de_letras_y_nacimiento_de_la_escritura,Estudios de Letras y nacimiento de la escritura,reference,Biográficas,"Explica que terminó estudiando Letras, leyó intensamente a autores que la marcaron y que ese camino lector la condujo de manera no planificada hacia la escritura.",00:15:03,00:15:33,00:15:03-00:15:33
ref_trayectoria_docente_en_secundaria_preparatoria_y_universidad,"Trayectoria docente en secundaria, preparatoria y universidad",reference,Biográficas,"Relata que pasó por distintos niveles de enseñanza —secundaria, preparatoria y licenciatura— y que ese contacto continuo con jóvenes alimentó su literatura infantil y juvenil.",00:20:31,00:21:31,00:20:31-00:21:31
ref_universidad_de_guadalajara_y_doctorado_en_montpellier,Universidad de Guadalajara y doctorado en Montpellier,reference,Biográficas,La presentación la sitúa como profesora de la Universidad de Guadalajara y doctora formada en Montpellier; Eudave recuerda además cómo el tratamiento de «doctora Eudave» marcó su identidad profesional siendo joven.,00:02:46,00:03:28,00:02:46-00:03:28; 00:50:29-00:51:59
