id,label,type,group,note,start_time,end_time,timecodes
ref_competencia_lectora_antes_que_edad_cronologica,Competencia lectora antes que edad cronológica,reference,Didácticas,"Sitúa la diferencia entre libros para niños y adultos en la competencia de lectura, no en una frontera estética rígida, y recuerda que niños de la misma edad pueden tener competencias muy distintas.",00:12:57,00:15:09,00:12:57-00:15:09; 00:47:34-00:48:11
ref_escribir_desde_una_idea_problematica_y_un_conflicto_no_desde_un_tema,"Escribir desde una idea problemática y un conflicto, no desde un tema",reference,Didácticas,"Explica a los niños que comienza una historia con una idea problemática que contiene un conflicto; distingue ese motor narrativo del tema, que trasciende el relato y puede incluso escapar al autor.",00:42:33,00:46:00,00:42:33-00:46:00
ref_rechazo_del_lector_modelo_y_defensa_de_lectores_libres,Rechazo del lector modelo y defensa de lectores libres,reference,Didácticas,"Rechaza imaginar un niño promedio o un lector modelo y defiende lectores independientes con preferencias, competencias y momentos de lectura diferentes.",00:47:21,00:49:14,00:47:21-00:49:14
ref_correccion_politica_lectura_critica_frente_a_censura,Corrección política: lectura crítica frente a censura,reference,Didácticas,Distingue entre leer críticamente obras del pasado y condenarlas o modificarlas según valores actuales; propone comprender cada texto en su contexto histórico.,00:56:52,00:59:40,00:56:52-00:59:40
ref_consejo_a_quien_empieza_a_escribir_leer_mucho,Consejo a quien empieza a escribir: leer mucho,reference,Didácticas,"Su principal consejo para jóvenes que quieren escribir es leer mucho antes de pensar en etiquetas, destinatarios o géneros.",00:59:46,01:00:22,00:59:46-01:00:22
ref_literatura_para_ninos_y_no_un_genero_infantil_especifico,«Literatura para niños» y no un género infantil específico,reference,Didácticas,Prefiere hablar de literatura para niños y sostiene que no constituye un género autónomo: el escritor debe escribir con sinceridad y solo después se verá qué lectores pueden acceder al texto.,01:00:22,01:02:41,01:00:22-01:02:41
ref_riqueza_lexica_y_comprension_por_contexto,Riqueza léxica y comprensión por contexto,reference,Didácticas,"Defiende no empobrecer innecesariamente el vocabulario para los niños: si la secuencia narrativa se comprende, pueden avanzar sobre términos desconocidos apoyándose en el contexto.",01:06:41,01:08:09,01:06:41-01:08:09
ref_guerras_y_horrores_en_la_lij_escribir_desde_una_necesidad_autentica,Guerras y horrores en la LIJ: escribir desde una necesidad auténtica,reference,Didácticas,"Admite que guerras, dictaduras y conflictos pueden aparecer en literatura para niños, siempre que respondan a una necesidad genuina del autor y no a una obligación cívica o temática.",01:02:43,01:05:31,01:02:43-01:05:31
ref_hermanos_grimm_y_hans_christian_andersen,Hermanos Grimm y Hans Christian Andersen,reference,Culturales,Sitúa los cuentos tradicionales de Grimm y Andersen en el comienzo de su formación lectora.,00:05:57,00:06:25,00:05:57-00:06:25
ref_emilio_salgari_y_la_saga_de_sandokan,Emilio Salgari y la saga de Sandokán,reference,Culturales,"Salgari es su referente formativo más insistente: afirma que la convirtió en lectora, parodia Sandokán en una obra propia y vuelve a él al hablar de viajes, infancia y corrección política.",00:06:26,00:06:43,00:06:26-00:06:43; 00:09:34-00:10:18; 00:38:14-00:38:46; 00:59:25-00:59:40
ref_bret_harte_robert_louis_stevenson_y_jack_london,"Bret Harte, Robert Louis Stevenson y Jack London",reference,Culturales,"Menciona a estos narradores como influencias visibles en sus primeros cuentos realistas, antes de encontrar una voz propia escribiendo para niños.",00:08:18,00:08:35,00:08:18-00:08:35
ref_sherezade_y_las_mil_y_una_noches,Sherezade y Las mil y una noches,reference,Culturales,"Relaciona Historias a Fernández con el motivo de Sherezade: narrar para salvar una vida, aunque en su versión quien debe salvarse es el oyente.",00:10:24,00:11:53,00:10:24-00:11:53
ref_mito_fabula_leyenda_y_cuento_popular,"Mito, fábula, leyenda y cuento popular",reference,Culturales,Considera estas formas tradicionales el germen de toda la literatura y una reserva común de motivos y topoi de la que también se nutre la literatura experimental.,00:10:24,00:11:13,00:10:24-00:11:13
ref_graciela_montes,Graciela Montes,reference,Culturales,Aparece como coautora de El turno del escriba y como compañera de estudios en la universidad; Wolf la integra en su reflexión sobre literatura para niños y adultos.,00:12:11,00:15:37,00:12:11-00:15:37; 00:32:49-00:33:14
ref_gianni_rodari,Gianni Rodari,reference,Culturales,"Cita a Rodari para sostener que todos los libros enseñan de algún modo, aunque el escritor no deba convertirse en maestro.",00:17:49,00:18:05,00:17:49-00:18:05
ref_german_arciniegas,Germán Arciniegas,reference,Culturales,Recuerda sus artículos humorísticos como parte de una temprana valoración del humor y de quienes logran provocar risa mediante la escritura.,00:32:05,00:32:23,00:32:05-00:32:23
ref_francisco_de_quevedo_historia_de_la_vida_del_buscon,Francisco de Quevedo — Historia de la vida del Buscón,reference,Culturales,Evoca la lectura universitaria de Quevedo y El Buscón como una experiencia que le dio permiso para entender que la gran literatura podía ser profundamente humorística.,00:32:49,00:33:42,00:32:49-00:33:42
ref_maria_elena_walsh,María Elena Walsh,reference,Culturales,"La considera una figura que abrió caminos de libertad, humor y transgresión en la literatura argentina para niños, aunque aclara que su influencia no fue estilísticamente directa.",00:33:42,00:34:16,00:33:42-00:34:16; 00:49:44-00:52:27
ref_jules_verne,Jules Verne,reference,Culturales,Lo sitúa entre las lecturas de viajes que alimentaron su imaginación infantil y lo utiliza para mostrar que muchos autores leídos por niños no escribían dentro de un género específicamente infantil.,00:38:14,00:38:46,00:38:14-00:38:46; 01:01:26-01:01:46
ref_herman_melville_moby_dick,Herman Melville — Moby-Dick,reference,Culturales,Usa Moby-Dick para explicar su concepto de tema: la trama ballenera trasciende hacia una dimensión metafísica que excede el argumento.,00:44:07,00:44:48,00:44:07-00:44:48
ref_roald_dahl_matilda,Roald Dahl — Matilda,reference,Culturales,Menciona las modificaciones recientes de un libro de Roald Dahl como ejemplo de la diferencia entre leer críticamente una obra y censurarla o reescribirla.,00:58:18,00:58:51,00:58:18-00:58:51
ref_horacio_quiroga,Horacio Quiroga,reference,Culturales,"Lo utiliza como ejemplo de autor cuyos textos pueden contener valores hoy considerados problemáticos y que, por ello, deben leerse históricamente antes que ser excluidos.",00:58:42,00:59:40,00:58:42-00:59:40
ref_alexandre_dumas,Alexandre Dumas,reference,Culturales,Lo menciona junto con Salgari y Verne para cuestionar la idea de la literatura infantil como género cerrado: sus obras circularon entre lectores infantiles sin haber sido concebidas necesariamente como tales.,01:01:26,01:01:46,01:01:26-01:01:46
ref_barbanegra_y_los_bunuelos,Barbanegra y los buñuelos,reference,Propia obra,"Identifica Barbanegra y los buñuelos como su primer libro, publicado en 1984, y lo vincula desde el comienzo con su imaginario de piratas.",00:08:41,00:08:56,00:08:41-00:08:56
ref_la_sonada_aventura_de_ben_malasangue,La sonada aventura de Ben Malasangüe,reference,Propia obra,"La define como su libro más querido y como una parodia-homenaje a Sandokán, Salgari, los relatos de piratas y la memoria de la inmigración.",00:09:34,00:10:23,00:09:34-00:10:23
ref_historias_a_fernandez,Historias a Fernández,reference,Propia obra,"Explica que Historias a Fernández reelabora el motivo de Sherezade: en su libro el narrador cuenta historias no para salvarse a sí mismo, sino para salvar a quien escucha.",00:11:14,00:11:31,00:11:14-00:11:31
ref_el_turno_del_escriba,El turno del escriba,reference,Propia obra,"Describe con Graciela Montes una novela histórica para adultos cuya complejidad de contexto, lenguaje y narración exige una competencia lectora distinta, no una estética separada de la literatura infantil.",00:12:11,00:15:54,00:12:11-00:15:54
ref_que_animales,¡Qué animales!,reference,Propia obra,"Comenta el proceso de elección del ilustrador y explica que ¡Qué animales! requería un dibujo reconocible y realista, aunque compatible con el carácter absurdo del texto.",00:25:58,00:28:02,00:25:58-00:28:02
ref_la_galleta_marinera,La galleta marinera,reference,Propia obra,Recuerda una cubierta históricamente incorrecta para La galleta marinera y utiliza el caso para explicar su responsabilidad de revisar que las ilustraciones no desinformen al lector.,00:29:22,00:30:28,00:29:22-00:30:28
ref_pollos_de_campo,Pollos de campo,reference,Propia obra,"La entrevista destaca en Pollos de campo la combinación de humor y lenguaje literario, y Wolf lo incluye entre las historias atravesadas por viajes y espacios abiertos.",00:31:13,00:31:53,00:31:13-00:31:53; 00:40:04-00:40:31
ref_libro_de_los_prodigios,Libro de los prodigios,reference,Propia obra,Lo considera su obra literariamente más lograda y explica el trabajo de construir situaciones mínimas destinadas a hacer brillar cada prodigio.,00:41:18,00:42:24,00:41:18-00:42:24
ref_maruja,Maruja,reference,Propia obra,"Cuenta que una lectura posterior le reveló que Maruja estaba atravesada por el tema de la invasión y por imágenes vinculables al clima posterior a la recuperación democrática, aunque ella no lo hubiera planificado conscientemente.",00:46:00,00:46:43,00:46:00-00:46:43
ref_el_naufrago_de_coco_hueco,El náufrago de Coco Hueco,reference,Propia obra,"Menciona este cuento de náufragos que se comunican mediante mensajes en botellas como ejemplo de la persistencia del mar, los viajes y la navegación en su obra.",00:40:04,00:40:34,00:40:04-00:40:34
ref_humor_ironia_y_absurdo_como_poetica,"Humor, ironía y absurdo como poética",reference,Propia obra,Define el humor como placer y como forma crítica y corrosiva de mirar el mundo; subraya además que el absurdo exige una lógica interna rigurosa y coherente.,00:31:13,00:37:38,00:31:13-00:37:38
ref_viajes_mar_y_barcos_como_motivos_recurrentes,"Viajes, mar y barcos como motivos recurrentes",reference,Propia obra,"Reconoce una fuerte vocación viajera en sus historias y atribuye la presencia constante del mar, barcos, piratas y espacios abiertos a los placeres de lectura y navegación de su infancia.",00:37:41,00:40:34,00:37:41-00:40:34
ref_carapachay_buenos_aires_y_formacion_universitaria,"Carapachay, Buenos Aires, y formación universitaria",reference,Biográficas,"La presentación sitúa su nacimiento en Carapachay, Buenos Aires, en 1948, y su formación universitaria en Letras en la Universidad de Buenos Aires.",00:00:26,00:01:01,00:00:26-00:01:01
ref_familia_de_origen_espanol_e_italiano,Familia de origen español e italiano,reference,Biográficas,Wolf explica que su familia procedía de España e Italia y relaciona esa historia migratoria con los libros realistas y de aventuras que llegaban en los baúles de sus abuelos.,00:05:57,00:06:43,00:05:57-00:06:43
ref_infancia_lectora_y_apertura_hacia_mundos_lejanos,Infancia lectora y apertura hacia mundos lejanos,reference,Biográficas,"Describe la lectura infantil como una experiencia que la llevaba a otros espacios, épocas, paisajes, religiones y aventuras muy alejadas de su propia vida cotidiana.",00:07:03,00:07:57,00:07:03-00:07:57
ref_entrada_casual_en_la_literatura_para_ninos_y_hallazgo_de_una_voz_propia,Entrada casual en la literatura para niños y hallazgo de una voz propia,reference,Biográficas,"Cuenta que empezó a escribir para niños porque alguien le pidió un cuento; la experiencia le gustó, le permitió encontrar una voz propia y condujo después a publicaciones en revistas y a su primer libro.",00:07:59,00:08:56,00:07:59-00:08:56
ref_periodismo_e_investigacion_sobre_folletin_y_cultura_popular,Periodismo e investigación sobre folletín y cultura popular,reference,Biográficas,"Recuerda su trabajo como redactora y sus estudios sobre folletín, kitsch y novela popular, antecedentes profesionales que formaron parte de su trayectoria antes y durante su consolidación como escritora.",00:12:29,00:12:56,00:12:29-00:12:56; 00:53:21-00:54:37
ref_carlos_trillo,Carlos Trillo,reference,Biográficas,"Evoca a su marido, el guionista de historietas Carlos Trillo, y cuenta humorísticamente que lo sedujo recitando de memoria el primer párrafo de Sandokán.",00:09:34,00:10:00,00:09:34-00:10:00
ref_aficion_por_los_barcos_y_navegacion_en_el_rio_de_la_plata,Afición por los barcos y navegación en el Río de la Plata,reference,Biográficas,"Declara su amor por los barcos y la navegación y recuerda haber navegado a vela por el Río de la Plata, una afición que después reaparece continuamente en su obra.",00:09:16,00:09:34,00:09:16-00:09:34; 00:38:14-00:38:57
